2.08 368.0
2.22 309.0
2.38 259.0
2.54 218.0
2.72 184.0
2.77 176.0
2.81 169.0
2.82 167.0
2.84 1700.0
2.88 1640.0
2.9 1610.0
3.11 1360.0
3.32 1140.0
3.55 959.0
3.79 806.0
4.06 675.0
4.33 565.0
4.63 473.0
4.95 396.0
5.3 331.0
5.66 277.0
6.05 230.0
6.47 191.0
6.92 159.0
7.39 132.0
7.9 109.0
8.45 90.9
9.03 75.5
9.65 62.3
10.3 51.4
11.0 42.5
11.8 35.1
12.6 28.9
13.5 23.8
14.4 19.5
15.4 16.1
16.5 13.2
17.6 10.9
18.8 8.99
20.1 7.42
21.5 6.13
23.0 5.07
24.6 4.2
26.3 3.49
28.1 2.88
30.0 2.39
32.1 1.98
34.3 1.65
36.7 1.38
39.2 1.16
41.9 0.977
44.8 0.829
47.9 0.708
51.2 0.608
54.7 0.527
58.5 0.459
62.5 0.403
66.8 0.357
71.5 0.318
76.4 0.287
81.7 0.26
87.3 0.238
93.3 0.219
99.8 0.204
107.0 0.191
114.0 0.179
122.0 0.169
130.0 0.161
139.0 0.153
149.0 0.147
159.0 0.141
170.0 0.136
182.0 0.131
194.0 0.126
