2.08 2290.0
2.22 1950.0
2.38 1670.0
2.54 1420.0
2.72 1220.0
2.9 1040.0
3.11 882.0
3.32 743.0
3.55 627.0
3.79 527.0
4.06 443.0
4.33 373.0
4.63 315.0
4.95 267.0
5.3 225.0
5.61 195.0
5.66 190.0
5.69 187.0
5.72 185.0
5.75 555.0
5.84 530.0
6.04 477.0
6.05 475.0
6.13 457.0
6.16 452.0
6.2 613.0
6.29 589.0
6.42 557.0
6.47 545.0
6.52 535.0
6.54 529.0
6.58 602.0
6.68 580.0
6.92 532.0
7.39 451.0
7.9 381.0
8.45 321.0
9.03 270.0
9.65 226.0
10.3 189.0
11.0 158.0
11.8 133.0
12.6 111.0
13.5 92.5
14.4 77.1
15.4 64.3
16.5 53.7
17.6 44.9
18.8 37.6
20.1 31.5
21.5 26.5
23.0 22.2
24.6 18.7
26.3 15.7
28.1 13.1
30.0 10.9
32.1 9.06
34.3 7.54
36.7 6.29
39.2 5.26
39.6 5.1
40.2 4.9
40.4 4.85
40.6 25.8
41.3 24.8
41.9 23.9
44.8 20.1
47.9 16.9
51.2 14.2
54.7 11.9
58.5 9.97
62.5 8.35
66.8 7.01
71.5 5.88
76.4 4.94
81.7 4.14
87.3 3.46
93.3 2.89
99.8 2.42
107.0 2.03
114.0 1.71
122.0 1.44
130.0 1.21
139.0 1.03
149.0 0.87
159.0 0.74
170.0 0.633
182.0 0.543
194.0 0.468
