2.08 670.0
2.18 601.0
2.21 580.0
2.22 574.0
2.22 2360.0
2.23 2330.0
2.26 2250.0
2.27 2230.0
2.3 2150.0
2.3 2120.0
2.32 2920.0
2.35 2800.0
2.38 2720.0
2.48 2430.0
2.52 2340.0
2.53 2310.0
2.54 2630.0
2.54 2620.0
2.58 2530.0
2.72 2230.0
2.9 1900.0
3.11 1600.0
3.32 1350.0
3.55 1130.0
3.79 954.0
4.06 803.0
4.33 677.0
4.63 568.0
4.95 475.0
5.3 397.0
5.66 332.0
6.05 277.0
6.47 232.0
6.92 194.0
7.39 163.0
7.9 137.0
8.45 115.0
9.03 96.1
9.65 80.0
10.3 66.4
11.0 55.2
11.8 45.7
12.6 37.9
13.5 31.5
14.4 26.2
15.4 21.8
16.5 18.2
17.6 15.2
17.6 15.1
17.9 14.5
18.0 14.3
18.1 95.1
18.4 91.1
18.8 84.8
20.1 71.0
21.5 59.8
23.0 50.4
24.6 42.3
26.3 35.5
28.1 29.6
30.0 24.7
32.1 20.6
34.3 17.2
36.7 14.4
39.2 11.9
41.9 9.89
44.8 8.22
47.9 6.84
51.2 5.69
54.7 4.74
58.5 3.95
62.5 3.29
66.8 2.75
71.5 2.31
76.4 1.93
81.7 1.62
87.3 1.36
93.3 1.14
99.8 0.963
107.0 0.815
114.0 0.693
122.0 0.593
130.0 0.509
139.0 0.44
149.0 0.383
159.0 0.335
170.0 0.295
182.0 0.262
194.0 0.234
