2.08 1100.0
2.22 941.0
2.38 800.0
2.54 681.0
2.72 581.0
2.9 495.0
3.11 417.0
3.11 415.0
3.16 398.0
3.17 394.0
3.19 1270.0
3.24 1250.0
3.26 1240.0
3.31 1220.0
3.32 1210.0
3.33 1210.0
3.35 1620.0
3.4 1580.0
3.53 1460.0
3.55 1440.0
3.59 1410.0
3.6 1390.0
3.62 1580.0
3.68 1520.0
3.79 1400.0
4.06 1170.0
4.33 975.0
4.63 817.0
4.95 687.0
5.3 578.0
5.66 488.0
6.05 412.0
6.47 347.0
6.92 291.0
7.39 244.0
7.9 205.0
8.45 172.0
9.03 144.0
9.65 120.0
10.3 99.9
11.0 83.2
11.8 69.4
12.6 58.0
13.5 48.5
14.4 40.5
15.4 33.8
16.5 28.1
17.6 23.4
18.8 19.5
20.1 16.3
21.5 13.6
23.0 11.4
23.9 10.3
24.2 9.94
24.3 9.84
24.5 59.0
24.6 58.4
24.8 56.7
26.3 48.9
28.1 41.2
30.0 34.5
32.1 28.9
34.3 24.1
36.7 20.1
39.2 16.8
41.9 14.1
44.8 11.8
47.9 9.86
51.2 8.22
54.7 6.84
58.5 5.7
62.5 4.76
66.8 3.97
71.5 3.32
76.4 2.78
81.7 2.33
87.3 1.95
93.3 1.63
99.8 1.37
107.0 1.15
114.0 0.973
122.0 0.824
130.0 0.701
139.0 0.599
149.0 0.514
159.0 0.443
170.0 0.384
182.0 0.335
194.0 0.294
