2.08 1250.0
2.22 1070.0
2.38 914.0
2.54 781.0
2.72 665.0
2.9 566.0
3.11 477.0
3.32 398.0
3.47 354.0
3.52 339.0
3.53 336.0
3.55 1130.0
3.56 1120.0
3.61 1080.0
3.65 1050.0
3.71 1010.0
3.72 1000.0
3.75 1360.0
3.79 1320.0
3.8 1310.0
3.94 1200.0
4.0 1160.0
4.01 1140.0
4.04 1300.0
4.06 1280.0
4.1 1250.0
4.33 1080.0
4.63 914.0
4.95 769.0
5.3 647.0
5.66 544.0
6.05 458.0
6.47 385.0
6.92 325.0
7.39 273.0
7.9 229.0
8.45 193.0
9.03 161.0
9.65 134.0
10.3 112.0
11.0 93.2
11.8 77.7
12.6 64.9
13.5 54.2
14.4 45.4
15.4 38.0
16.5 31.7
17.6 26.5
18.8 22.1
20.1 18.4
21.5 15.4
23.0 12.9
24.6 10.8
26.2 9.14
26.3 9.06
26.6 8.78
26.7 8.69
26.8 50.6
27.2 48.6
28.1 44.8
30.0 37.6
32.1 31.5
34.3 26.5
36.7 22.2
39.2 18.6
41.9 15.5
44.8 13.0
47.9 10.9
51.2 9.08
54.7 7.58
58.5 6.32
62.5 5.27
66.8 4.4
71.5 3.68
76.4 3.08
81.7 2.58
87.3 2.15
93.3 1.8
99.8 1.51
107.0 1.27
114.0 1.07
122.0 0.908
130.0 0.771
139.0 0.657
149.0 0.562
159.0 0.483
170.0 0.418
182.0 0.363
194.0 0.318
