2.08 2420.0
2.15 2480.0
2.18 2520.0
2.19 2530.0
2.2 3040.0
2.22 3050.0
2.24 3050.0
2.38 2910.0
2.42 2830.0
2.46 2740.0
2.47 2720.0
2.48 2860.0
2.52 2760.0
2.54 2700.0
2.65 2410.0
2.69 2310.0
2.71 2290.0
2.72 2360.0
2.72 2350.0
2.76 2250.0
2.9 1970.0
3.11 1670.0
3.32 1420.0
3.55 1200.0
3.79 1020.0
4.06 858.0
4.33 727.0
4.63 614.0
4.95 519.0
5.3 439.0
5.66 371.0
6.05 314.0
6.47 266.0
6.92 226.0
7.39 192.0
7.9 163.0
8.45 139.0
9.03 118.0
9.65 98.5
9.68 97.7
9.83 93.8
9.87 92.8
9.93 247.0
10.1 235.0
10.3 218.0
10.9 185.0
11.0 180.0
11.1 178.0
11.1 176.0
11.2 240.0
11.4 231.0
11.4 226.0
11.6 217.0
11.7 215.0
11.7 244.0
11.8 241.0
11.9 235.0
12.6 205.0
13.5 173.0
14.4 146.0
15.4 122.0
16.5 103.0
17.6 86.5
18.8 72.8
20.1 61.2
21.5 51.5
23.0 43.4
24.6 36.5
26.3 30.7
28.1 25.7
30.0 21.4
32.1 17.9
34.3 15.0
36.7 12.6
39.2 10.6
41.9 8.88
44.8 7.47
47.9 6.28
51.2 5.28
54.7 4.43
58.5 3.73
62.5 3.14
66.1 2.73
66.8 2.65
67.1 2.63
67.3 2.6
67.8 11.5
68.8 11.1
71.5 10.1
76.4 8.52
81.7 7.18
87.3 6.05
93.3 5.08
99.8 4.27
107.0 3.6
114.0 3.03
122.0 2.56
130.0 2.16
139.0 1.82
149.0 1.54
159.0 1.3
170.0 1.1
182.0 0.939
194.0 0.8
