2.08 1570.0
2.22 1340.0
2.38 1140.0
2.54 973.0
2.72 829.0
2.9 707.0
3.11 599.0
3.32 502.0
3.55 420.0
3.79 351.0
4.06 294.0
4.25 259.0
4.32 249.0
4.33 247.0
4.34 247.0
4.36 816.0
4.43 778.0
4.52 728.0
4.59 695.0
4.61 687.0
4.63 944.0
4.64 943.0
4.7 902.0
4.84 829.0
4.91 795.0
4.93 787.0
4.95 900.0
4.96 895.0
5.04 862.0
5.3 761.0
5.66 647.0
6.05 547.0
6.47 461.0
6.92 388.0
7.39 326.0
7.9 275.0
8.45 231.0
9.03 194.0
9.65 162.0
10.3 135.0
11.0 112.0
11.8 93.6
12.6 78.0
13.5 65.2
14.4 54.5
15.4 45.6
16.5 38.2
17.6 32.0
18.8 26.9
20.1 22.5
21.5 18.9
23.0 15.8
24.6 13.2
26.3 11.0
28.1 9.17
30.0 7.62
31.2 6.86
31.7 6.58
31.8 6.5
32.0 36.8
32.1 36.4
32.5 35.4
34.3 30.6
36.7 25.7
39.2 21.6
41.9 18.1
44.8 15.1
47.9 12.7
51.2 10.6
54.7 8.88
58.5 7.44
62.5 6.23
66.8 5.21
71.5 4.36
76.4 3.64
81.7 3.05
87.3 2.55
93.3 2.13
99.8 1.78
107.0 1.5
114.0 1.26
122.0 1.06
130.0 0.899
139.0 0.764
149.0 0.651
159.0 0.557
170.0 0.478
182.0 0.413
194.0 0.359
