2.08 1050.0
2.22 916.0
2.34 822.0
2.38 795.0
2.39 789.0
2.4 9140.0
2.44 5290.0
2.44 5160.0
2.47 3080.0
2.48 2700.0
2.5 7540.0
2.53 4570.0
2.54 4210.0
2.72 1930.0
2.9 1890.0
2.9 1890.0
2.94 1890.0
2.95 1890.0
2.97 2210.0
3.02 2160.0
3.11 2000.0
3.32 1680.0
3.35 1640.0
3.4 1580.0
3.41 1560.0
3.43 1640.0
3.48 1580.0
3.55 1510.0
3.63 1420.0
3.69 1370.0
3.7 1350.0
3.72 1390.0
3.78 1340.0
3.79 1330.0
4.06 1130.0
4.33 965.0
4.63 824.0
4.95 700.0
5.3 592.0
5.66 502.0
6.05 425.0
6.47 360.0
6.92 306.0
7.39 260.0
7.9 220.0
8.45 187.0
9.03 159.0
9.65 134.0
10.3 113.0
11.0 94.8
11.8 79.8
12.4 70.1
12.6 67.5
12.6 67.3
12.6 66.8
12.7 166.0
12.9 159.0
13.5 142.0
14.4 119.0
14.6 114.0
14.7 113.0
14.8 154.0
15.0 148.0
15.0 147.0
15.3 141.0
15.3 140.0
15.4 159.0
15.4 159.0
15.7 153.0
16.5 135.0
17.6 114.0
18.8 95.9
20.1 80.8
21.5 68.1
23.0 57.4
24.6 48.5
26.3 40.9
28.1 34.3
30.0 28.7
32.1 24.0
34.3 20.1
36.7 16.8
39.2 14.1
41.9 11.8
44.8 9.95
47.9 8.38
51.2 7.06
54.7 5.96
58.5 5.02
62.5 4.25
66.8 3.59
71.5 3.03
76.4 2.56
81.7 2.16
83.8 2.02
85.1 1.94
85.4 1.92
86.0 7.82
87.3 7.52
93.3 6.36
99.8 5.38
107.0 4.54
114.0 3.84
122.0 3.24
130.0 2.74
139.0 2.31
149.0 1.96
159.0 1.66
170.0 1.41
182.0 1.2
194.0 1.02
