2.08 1090.0
2.22 921.0
2.38 775.0
2.54 650.0
2.72 546.0
2.9 458.0
3.11 380.0
3.32 314.0
3.55 260.0
3.79 215.0
4.06 178.0
4.33 148.0
4.63 123.0
4.95 102.0
5.3 85.0
5.66 70.9
5.87 64.3
5.96 61.7
5.98 61.0
6.02 529.0
6.05 520.0
6.11 507.0
6.47 432.0
6.92 364.0
7.39 307.0
7.9 259.0
8.45 217.0
9.03 182.0
9.65 152.0
10.3 127.0
11.0 106.0
11.8 88.3
12.6 73.2
13.5 60.6
14.4 50.2
15.4 41.6
16.5 34.4
17.6 28.5
18.8 23.6
20.1 19.6
21.5 16.3
23.0 13.5
24.6 11.2
26.3 9.31
28.1 7.67
30.0 6.31
32.1 5.2
34.3 4.29
36.7 3.55
39.2 2.94
41.9 2.44
44.8 2.03
47.9 1.69
51.2 1.42
54.7 1.19
58.5 1.0
62.5 0.85
66.8 0.724
71.5 0.62
76.4 0.535
81.7 0.463
87.3 0.404
93.3 0.354
99.8 0.314
107.0 0.28
114.0 0.252
122.0 0.228
130.0 0.209
139.0 0.192
149.0 0.178
159.0 0.166
170.0 0.156
182.0 0.147
194.0 0.14
