2.08 3070.0
2.22 2710.0
2.38 2300.0
2.54 1910.0
2.72 1570.0
2.9 1310.0
3.11 1100.0
3.32 920.0
3.55 769.0
3.79 641.0
4.06 534.0
4.33 446.0
4.63 373.0
4.95 312.0
5.3 261.0
5.66 218.0
6.05 183.0
6.47 154.0
6.92 129.0
7.39 108.0
7.9 90.2
8.45 75.3
9.03 62.8
9.65 51.8
10.3 42.8
11.0 35.4
11.8 29.4
12.6 24.4
13.2 21.5
13.4 20.6
13.5 20.4
13.5 150.0
13.5 148.0
13.7 141.0
14.4 123.0
15.4 103.0
16.5 87.0
17.6 73.5
18.8 61.6
20.1 51.5
21.5 43.1
23.0 36.0
24.6 30.1
26.3 25.1
28.1 20.9
30.0 17.3
32.1 14.4
34.3 11.9
36.7 9.9
39.2 8.22
41.9 6.83
44.8 5.68
47.9 4.73
51.2 3.94
54.7 3.29
58.5 2.75
62.5 2.29
66.8 1.91
71.5 1.6
76.4 1.34
81.7 1.13
87.3 0.952
93.3 0.805
99.8 0.685
107.0 0.585
114.0 0.503
122.0 0.435
130.0 0.378
139.0 0.331
149.0 0.292
159.0 0.26
170.0 0.233
182.0 0.21
194.0 0.19
