2.08 129.0
2.22 106.0
2.38 86.6
2.54 71.1
2.72 58.4
2.9 47.9
3.11 39.2
3.32 32.0
3.55 26.0
3.79 21.1
4.06 17.2
4.33 14.0
4.63 11.3
4.95 9.24
5.3 7.53
5.66 6.15
6.05 5.02
6.47 4.11
6.92 3.38
7.39 2.78
7.9 2.3
8.45 1.9
9.03 1.58
9.65 1.31
10.3 1.1
11.0 0.926
11.8 0.786
12.6 0.672
13.5 0.58
14.4 0.505
15.4 0.445
16.5 0.395
17.6 0.355
18.8 0.322
20.1 0.295
21.5 0.273
23.0 0.255
24.6 0.24
26.3 0.227
28.1 0.217
30.0 0.207
32.1 0.2
34.3 0.193
36.7 0.187
39.2 0.182
41.9 0.178
44.8 0.174
47.9 0.17
51.2 0.167
54.7 0.164
58.5 0.161
62.5 0.158
66.8 0.155
71.5 0.152
76.4 0.149
81.7 0.147
87.3 0.144
93.3 0.141
99.8 0.139
107.0 0.136
114.0 0.134
122.0 0.131
130.0 0.128
139.0 0.126
149.0 0.123
159.0 0.121
170.0 0.118
182.0 0.116
194.0 0.113
