2.08 400.0
2.22 330.0
2.38 272.0
2.54 224.0
2.72 185.0
2.9 152.0
3.11 125.0
3.32 102.0
3.55 83.3
3.79 68.0
4.06 55.6
4.33 45.4
4.63 37.1
4.95 30.4
5.3 24.8
5.66 20.3
6.05 16.7
6.47 13.7
6.92 11.2
7.39 9.2
7.9 7.54
8.45 6.17
9.03 5.06
9.65 4.14
10.3 3.39
11.0 2.79
11.8 2.3
12.6 1.91
13.5 1.59
14.4 1.33
15.4 1.12
16.5 0.946
17.6 0.807
18.8 0.694
20.1 0.602
21.5 0.527
23.0 0.465
24.6 0.415
26.3 0.374
28.1 0.339
30.0 0.311
32.1 0.287
34.3 0.268
36.7 0.251
39.2 0.237
41.9 0.226
44.8 0.216
47.9 0.207
51.2 0.2
54.7 0.193
58.5 0.187
62.5 0.181
66.8 0.177
71.5 0.172
76.4 0.168
81.7 0.164
87.3 0.16
93.3 0.156
99.8 0.152
107.0 0.149
114.0 0.145
122.0 0.142
130.0 0.139
139.0 0.136
149.0 0.133
159.0 0.129
170.0 0.126
182.0 0.123
194.0 0.121
