2.01 3860.0
2.08 3480.0
2.22 2850.0
2.38 2350.0
2.54 1970.0
2.72 1680.0
2.9 1440.0
3.11 1220.0
3.32 1030.0
3.55 869.0
3.79 732.0
4.06 618.0
4.33 521.0
4.63 441.0
4.95 374.0
5.3 317.0
5.66 268.0
6.05 227.0
6.47 192.0
6.92 163.0
7.36 139.0
7.39 138.0
7.48 134.0
7.51 133.0
7.55 372.0
7.66 355.0
7.9 323.0
8.09 303.0
8.21 291.0
8.24 288.0
8.29 393.0
8.42 377.0
8.45 373.0
8.53 363.0
8.66 348.0
8.7 344.0
8.75 391.0
8.88 377.0
9.03 362.0
9.65 306.0
10.3 257.0
11.0 215.0
11.8 180.0
12.6 151.0
13.5 127.0
14.4 106.0
15.4 89.4
16.5 75.0
17.6 62.9
18.8 52.6
20.1 44.1
21.5 37.0
23.0 31.1
24.6 26.1
26.3 22.0
28.1 18.4
30.0 15.4
32.1 12.9
34.3 10.8
36.7 9.01
39.2 7.53
41.9 6.29
44.8 5.26
47.9 4.41
51.0 3.75
51.2 3.7
51.7 3.6
51.9 3.56
52.3 17.4
53.0 16.7
54.7 15.5
58.5 13.0
62.5 11.0
66.8 9.23
71.5 7.76
76.4 6.52
81.7 5.48
87.3 4.6
93.3 3.86
99.8 3.24
107.0 2.72
114.0 2.29
122.0 1.92
130.0 1.62
139.0 1.36
149.0 1.15
159.0 0.978
170.0 0.831
182.0 0.709
194.0 0.607
