2.08 3580.0
2.13 3470.0
2.16 3390.0
2.17 3360.0
2.18 3540.0
2.22 3430.0
2.22 3410.0
2.35 2980.0
2.38 2890.0
2.39 2860.0
2.4 2830.0
2.41 2900.0
2.45 2790.0
2.54 2510.0
2.72 2080.0
2.9 1750.0
3.11 1490.0
3.32 1260.0
3.55 1060.0
3.79 898.0
4.06 759.0
4.33 641.0
4.63 541.0
4.95 458.0
5.3 387.0
5.66 328.0
6.05 278.0
6.47 236.0
6.92 200.0
7.39 170.0
7.9 144.0
8.45 122.0
8.76 112.0
8.9 108.0
8.93 107.0
8.99 287.0
9.03 283.0
9.12 274.0
9.65 230.0
9.78 222.0
9.93 212.0
9.97 210.0
10.0 288.0
10.2 276.0
10.3 269.0
10.3 265.0
10.4 257.0
10.5 254.0
10.5 289.0
10.7 278.0
11.0 257.0
11.8 217.0
12.6 184.0
13.5 155.0
14.4 130.0
15.4 109.0
16.5 91.7
17.6 77.1
18.8 64.8
20.1 54.4
21.5 45.7
23.0 38.4
24.6 32.3
26.3 27.2
28.1 22.7
30.0 19.0
32.1 15.9
34.3 13.3
36.7 11.2
39.2 9.37
41.9 7.86
44.8 6.6
47.9 5.53
51.2 4.64
54.7 3.9
58.5 3.28
60.1 3.06
61.0 2.94
61.3 2.91
61.6 13.4
62.5 12.9
62.6 12.9
66.8 10.9
71.5 9.18
76.4 7.73
81.7 6.51
87.3 5.46
93.3 4.59
99.8 3.86
107.0 3.25
114.0 2.74
122.0 2.31
130.0 1.95
139.0 1.64
149.0 1.39
159.0 1.17
170.0 0.995
182.0 0.846
194.0 0.722
