2.08 3660.0
2.09 3630.0
2.12 3490.0
2.13 3450.0
2.14 3540.0
2.17 3400.0
2.22 3170.0
2.38 2610.0
2.54 2160.0
2.72 1820.0
2.9 1550.0
3.11 1320.0
3.32 1110.0
3.55 941.0
3.79 794.0
4.06 670.0
4.33 565.0
4.63 478.0
4.95 404.0
5.3 342.0
5.66 291.0
6.05 246.0
6.47 208.0
6.92 176.0
7.39 150.0
7.9 127.0
7.91 127.0
8.03 122.0
8.06 121.0
8.11 334.0
8.23 318.0
8.45 293.0
8.74 268.0
8.87 258.0
8.91 255.0
8.96 348.0
9.03 341.0
9.1 333.0
9.21 322.0
9.35 308.0
9.38 305.0
9.44 346.0
9.58 333.0
9.65 326.0
10.3 274.0
11.0 231.0
11.8 194.0
12.6 163.0
13.5 137.0
14.4 115.0
15.4 96.8
16.5 81.3
17.6 68.2
18.8 57.3
20.1 48.0
21.5 40.2
23.0 33.8
24.6 28.4
26.3 23.9
28.1 20.0
30.0 16.7
32.1 14.0
34.3 11.7
36.7 9.82
39.2 8.23
41.9 6.89
44.8 5.76
47.9 4.83
51.2 4.05
54.5 3.44
54.7 3.4
55.3 3.31
55.6 3.27
55.9 15.6
56.7 15.0
58.5 13.9
62.5 11.7
66.8 9.86
71.5 8.3
76.4 6.98
81.7 5.87
87.3 4.93
93.3 4.14
99.8 3.48
107.0 2.93
114.0 2.46
122.0 2.07
130.0 1.74
139.0 1.47
149.0 1.24
159.0 1.05
170.0 0.893
182.0 0.76
194.0 0.65
