2.08 422.0
2.22 354.0
2.38 297.0
2.54 250.0
2.72 210.0
2.9 177.0
3.11 148.0
3.14 144.0
3.19 137.0
3.2 136.0
3.22 1330.0
3.27 1280.0
3.32 1230.0
3.55 1030.0
3.79 870.0
4.06 732.0
4.33 614.0
4.63 514.0
4.95 430.0
5.3 360.0
5.66 301.0
6.05 252.0
6.47 210.0
6.92 175.0
7.39 145.0
7.9 121.0
8.45 100.0
9.03 83.3
9.65 68.8
10.3 56.8
11.0 47.0
11.8 38.8
12.6 32.1
13.5 26.6
14.4 21.9
15.4 18.0
16.5 14.8
17.6 12.2
18.8 10.1
20.1 8.3
21.5 6.85
23.0 5.67
24.6 4.69
26.3 3.89
28.1 3.21
30.0 2.65
32.1 2.2
34.3 1.82
36.7 1.52
39.2 1.27
41.9 1.07
44.8 0.903
47.9 0.767
51.2 0.655
54.7 0.563
58.5 0.487
62.5 0.425
66.8 0.374
71.5 0.331
76.4 0.295
81.7 0.265
87.3 0.241
93.3 0.22
99.8 0.203
107.0 0.188
114.0 0.176
122.0 0.165
130.0 0.156
139.0 0.148
149.0 0.141
159.0 0.135
170.0 0.13
182.0 0.125
194.0 0.12
